year,NDVI,EVI,NDWI,district
2018,0.3384222463451999,1.0128470217208694,0.0043783592391921,Jhabua
2019,0.3976178070482558,10.039994416935668,0.0168764782575944,Jhabua
2020,0.384163269767656,1.4447985549704427,-0.0082442034048787,Jhabua
2021,0.3633431730479134,1.3982497741704996,0.026776631266186,Jhabua
2022,0.2590794254316516,0.6647192190486517,0.0118731286818749,Jhabua
2018,0.3665267016423953,-0.1017655385964938,0.0709090183487995,WestNimar
2019,0.4389136159169962,-1.5002450398757528,0.0745570753313921,WestNimar
2020,0.3720355704686867,0.023609955482094,0.0269776201277338,WestNimar
2021,0.3178801820964043,0.5211252851692306,0.0425009188397975,WestNimar
2022,0.2694265243756514,1.2993897475295029,0.0427907342948338,WestNimar
2018,0.4903133642382167,-0.6462727090242876,0.1317312228315161,Guna
2019,0.4768279741064544,-0.4905924306620697,0.0888506230176422,Guna
2020,0.4542442563974381,0.1158108699445829,0.0710169009698838,Guna
2021,0.409725217604011,0.3665091261824436,0.096734228135401,Guna
2022,0.304989359146845,0.2345700899211921,0.0659406539613947,Guna
2018,0.5661927249167186,-1.5688142456576073,0.2084711875675971,Vidisha
2019,0.5344733282951462,0.8316706031876392,0.163254045896082,Vidisha
2020,0.4994036143614412,0.4563078475776049,0.1315495222548563,Vidisha
2021,0.4385249637927685,-0.8053478326023998,0.1306445559736084,Vidisha
2022,0.3302661262506052,0.3454731477815494,0.101736393911634,Vidisha
2018,0.5103595818678932,-7.01155532925304,0.2206864944627257,Mandsaur
2019,0.3884041877442985,1.0257331958973874,0.1644831984842583,Mandsaur
2020,0.3617353216325011,1.3675297184643955,0.1138274019914094,Mandsaur
2021,0.3825571563734379,0.0512053828196401,0.1601215539391332,Mandsaur
2022,0.290577366423881,0.2111544829961568,0.1059012425725015,Mandsaur
2018,0.41034116419641,-0.7669923791578158,0.050815331101233,Gwalior
2019,0.429615253469317,0.3287539783976815,0.0283494153489287,Gwalior
2020,0.3676817587341959,1.001013028023655,-0.0001228656717825,Gwalior
2021,0.3730028214330745,-0.1721913017684834,0.0474355440335344,Gwalior
2022,0.2888599757063168,0.0446343899086871,0.0309430984392515,Gwalior
2018,0.4920919502377449,-1.3582547215000882,0.1624588289198514,Sehore
2019,0.5309539773010891,-1.4771762273184832,0.1614243569646488,Sehore
2020,0.4676082827760296,1.4082271793467676,0.0987882090202885,Sehore
2021,0.4249779043745615,-3.0327450759132097,0.1161959186714301,Sehore
2022,0.3242456455045454,0.6560158421853772,0.1011838557239128,Sehore
2018,0.5487557931586514,-2.0433884106316804,0.2356473082163609,Ujjain
2019,0.5352238950265852,0.1581279477138725,0.2122764691419048,Ujjain
2020,0.5326203152860173,0.2500291458823956,0.1921210864484485,Ujjain
2021,0.4505999946978892,0.878695069362775,0.1754653026225881,Ujjain
2022,0.3685503833562378,0.2504081713410171,0.1653257331892626,Ujjain
2018,0.4461946099317794,0.3163766101910835,0.0913342808846238,Raisen
2019,0.4770071622394374,3.0907918271894026,0.089441600162166,Raisen
2020,0.4375900826833773,0.3629646314364516,0.055103989477994,Raisen
2021,0.3957902467499483,0.7066011840778876,0.0713725837297349,Raisen
2022,0.295733712295453,-0.1925145242091316,0.0617183894410959,Raisen
2018,0.5144226583136366,2.5193395488883867,0.1955480279909337,Rajgarh
2019,0.4870986783333501,0.3836162565700053,0.1577842286360914,Rajgarh
2020,0.468428239552904,-0.7022488462594793,0.1353661813707536,Rajgarh
2021,0.4168532120383905,0.5978123202944123,0.1457327074612162,Rajgarh
2022,0.3251292947882609,0.2170577262383988,0.1195476068116562,Rajgarh
2018,0.4452319670955628,7.7632768550491935,0.1097694238376964,Datia
2019,0.4547489479054916,1.393637074643287,0.0920684127436612,Datia
2020,0.398774226346609,0.0194932246917638,0.0564968460200318,Datia
2021,0.4014980870661089,0.3736754363575533,0.1078460001301361,Datia
2022,0.3107709210244441,0.3352389825472671,0.0789076498597278,Datia
2018,0.3564714146278865,-0.3055218480378393,-0.0345064466818491,Betul
2019,0.4744646719483555,-0.5561774946171919,0.0392370924200478,Betul
2020,0.4398242162182786,0.8467336830628678,-0.009535619193923,Betul
2021,0.3972107870680586,0.2951226645099674,0.0247967659982273,Betul
2022,0.2809628107261923,1.0426452982554162,0.0158979376500359,Betul
2018,0.3973298891685761,4.328576275469871,0.1019620617648392,Dhar
2019,0.4498877099837853,-14.41279751882017,0.1059005230552184,Dhar
2020,0.4208527628724928,0.3205812465407259,0.0807005443470378,Dhar
2021,0.3778167407840825,2.8841288977978654,0.0934429239849848,Dhar
2022,0.2947006553438626,1.6928765299525983,0.0775584558807164,Dhar
2018,0.4441712198296473,0.5241165658970051,0.0459758953325258,Damoh
2019,0.4416587332717005,0.4198991392392072,0.0156003766150689,Damoh
2020,0.4197135744083564,0.6976222236150819,-0.0057883143620869,Damoh
2021,0.3577036639608578,1.5284669473266788,-0.0036065492300674,Damoh
2022,0.2836990952947418,1.3570226683136664,0.0142096868476251,Damoh
2018,0.5710563762327749,0.4319449197701802,0.2130421585121769,Harda
2019,0.5444515566872765,0.5885788721580874,0.1639865240346672,Harda
2020,0.4797264759450063,-0.6121081452613574,0.0989356481221059,Harda
2021,0.4443043088028584,0.6098175648461639,0.1106882352615504,Harda
2022,0.3202273773033762,-5.290678631735962,0.088392417247418,Harda
2018,0.3224026247902131,0.1986021743014183,-0.0033515387834709,Burhanpur
2019,0.4416245617871571,-3.1279347987181927,0.0316522162746569,Burhanpur
2020,0.3785714817163934,0.1701458457447494,-0.0237230504238703,Burhanpur
2021,0.3487430065732808,-1.1994237741768727,0.0154902580187325,Burhanpur
2022,0.2696932838868483,-0.5214681723774494,0.0095981491472408,Burhanpur
2018,0.5352316821031312,0.0146385671269707,0.1586072495780952,Hoshangabad
2019,0.514030045505058,3.2075228980046857,0.1372184989023603,Hoshangabad
2020,0.4915523729712994,-1.1401137414794866,0.111003670636751,Hoshangabad
2021,0.4290942740329664,0.4235962518994575,0.1139711817188918,Hoshangabad
2022,0.3146899512837433,0.4979019139005732,0.0826692181413305,Hoshangabad
2018,0.4067782099027417,0.2829984240433069,-0.0095494922321658,Sheopur
2019,0.4133468267669931,0.4444524565804623,-0.0369507303645546,Sheopur
2020,0.3467924743983439,4.833311091310385,-0.0566353395687309,Sheopur
2021,0.3853369736252237,0.8886530468840924,0.0185311384351954,Sheopur
2022,0.28609827338909,-0.3347692005420729,-0.0023403155673677,Sheopur
2018,0.3845995995029139,1.1244260241566368,-0.0090265507550999,Mandla
2019,0.4730112740628962,2.168732943898466,0.053665927317639,Mandla
2020,0.4559334333346146,0.2389415105451151,0.0213315523954027,Mandla
2021,0.38412432305789,1.1105103259352735,0.0218248963513387,Mandla
2022,0.2741810595028449,0.3281291663362733,0.0251668615629139,Mandla
2018,0.392337833469736,0.3408689344625014,0.021550696840461,Satna
2019,0.4515304621798336,0.2834039416497171,0.0568563785188462,Satna
2020,0.4162019985167828,0.2128741088901784,0.032416927646885,Satna
2021,0.3686773492091457,-0.5839437723051804,0.0371280482005382,Satna
2022,0.27889799246145,-0.7692473238135977,0.0288897949763449,Satna
2018,0.4753583849890617,0.3149328880442874,0.0235140997221511,Balaghat
2019,0.5575738481851362,-0.0902748719293534,0.0901444740118766,Balaghat
2020,0.537548625516046,0.2987664382649505,0.0480368842572821,Balaghat
2021,0.447628663860413,-0.5433815825425417,0.0386513729934146,Balaghat
2022,0.3172420261899084,0.3202395396992836,0.03976960259099,Balaghat
2018,0.4425670716042702,-1.2949041736829854,0.1472644144360449,Morena
2019,0.4497721543458422,0.5524958643616825,0.1034463523564711,Morena
2020,0.4022803465173666,1.6135432341978295,0.081828741118696,Morena
2021,0.3892179033514934,-0.0173798814336975,0.1058890090809798,Morena
2022,0.3099585835722989,0.3204784102141755,0.0767985316886501,Morena
2018,0.2885905525884008,0.1928981487341333,-0.0001640278165688,Barwani
2019,0.369699770233666,-0.2350265929252366,0.0134743081913036,Barwani
2020,0.3396750002410459,0.2666488473050707,-0.0172359405667051,Barwani
2021,0.28977205614757,-0.3371872911102592,0.0079551344115015,Barwani
2022,0.2358847236954838,0.5062832456731238,0.0041455637884672,Barwani
2018,0.4903530743179034,0.4015553335103752,0.1771890929291491,Indore
2019,0.5016439280870139,-0.02491714115429,0.1591090510792266,Indore
2020,0.4762490975991812,-0.3601458398677798,0.1256678151858913,Indore
2021,0.3966345762627824,5.48793976939633,0.1184034755320565,Indore
2022,0.3208069414056409,-0.011836148168314,0.1082433836573655,Indore
2018,0.4284545772527843,0.2792242112455069,0.0317614512615765,Katni
2019,0.4888693594482514,-0.5456563416397808,0.0817530266271995,Katni
2020,0.4413469028459565,0.3942647543833683,0.0329519821407108,Katni
2021,0.3749720988991349,-0.4968158870807981,0.0391338708002838,Katni
2022,0.2971657692643214,0.8627365749965652,0.0423002953649969,Katni
2018,0.3173697583876239,0.3110719481695018,0.0666488373541498,EastNimar
2019,0.3698317823222001,-0.1485604193419564,0.0753555476448379,EastNimar
2020,0.3181145518550483,0.1520498862213053,0.0287144271228902,EastNimar
2021,0.3146770475737518,0.2358145165145333,0.0549076416998261,EastNimar
2022,0.2434411916037876,0.029334061624893,0.0363875624593041,EastNimar
2018,0.3682114232725862,0.2493731683764018,0.006647005980314,Rewa
2019,0.4364809969393503,-20.801161288724973,0.04316295642776,Rewa
2020,0.3895185246870183,0.3492995161310258,0.0076197429637684,Rewa
2021,0.3470026994900537,1.9572266571975605,0.0145667393052122,Rewa
2022,0.2762922168701179,0.1676241866135291,0.0192710916418843,Rewa
2018,0.461061307275914,1.6121289992042565,0.10684679882556,Tikamgarh
2019,0.4734989603941472,-1.153971021563564,0.0788845085175111,Tikamgarh
2020,0.427934395812587,-0.0797910711586475,0.0370129406355001,Tikamgarh
2021,0.3688978804020826,0.2933838588386443,0.0491689186489864,Tikamgarh
2022,0.3078586314372935,0.4454371813668039,0.0484151015661512,Tikamgarh
2018,0.3968568337533881,-0.0728739092298195,0.0079603836176784,Seoni
2019,0.4660195422921119,2.2691297406391224,0.0565764203557042,Seoni
2020,0.4412384836847434,-0.2356072639094058,0.0229325472244656,Seoni
2021,0.3709002936564123,-0.2645723219631837,0.0221828188099899,Seoni
2022,0.2797658405092769,0.7010538435689126,0.0263359394638302,Seoni
2018,0.4025823755102654,0.9992445986076732,0.0451932847534593,Chhatarpur
2019,0.4564463706123303,1.5480081226771212,0.0625789840232615,Chhatarpur
2020,0.428482941818502,0.1660015907724019,0.0297643350022384,Chhatarpur
2021,0.3824375846465493,1.434922394406649,0.044205891671873,Chhatarpur
2022,0.2983712512579602,0.8634484270351851,0.0413441904244906,Chhatarpur
2018,0.3220361939235419,0.1064217079980771,-0.096285480916824,Anuppur
2019,0.4313350576769559,0.7053120485758851,-0.008003462967691,Anuppur
2020,0.3946831712041824,0.1691766883538269,-0.0415470268971671,Anuppur
2021,0.3471294907438181,0.5746300505270976,-0.0392159141277765,Anuppur
2022,0.2544597189921003,-0.4837281945650148,-0.0190850304578835,Anuppur
2018,0.4970133306027412,-0.6780799978510675,0.169545524548437,Bhopal
2019,0.513120465990521,0.4234364239451944,0.1625156388552991,Bhopal
2020,0.4658553022496009,-0.2468493538823248,0.1237492839089528,Bhopal
2021,0.4184027700873803,1.96139644454281,0.1296273491546378,Bhopal
2022,0.3153790311527976,-0.1443651796851229,0.0975703847482636,Bhopal
2018,0.45557515036425,1.475501674656071,0.0944865122612429,Jabalpur
2019,0.4727994995913846,3.1782570983690386,0.1071849237673225,Jabalpur
2020,0.4617077514828827,0.502016837026222,0.0897194019773228,Jabalpur
2021,0.3904972117917095,0.3918222075005715,0.0836670086201339,Jabalpur
2022,0.2990529723904526,-0.0158340894831891,0.0702572968048878,Jabalpur
2018,0.5133800558136672,0.0936190629491084,0.236111418311241,Bhind
2019,0.5402409457428282,-1.0465313675018062,0.1942290223609925,Bhind
2020,0.4521373177025581,0.9041378985152936,0.1385533942037163,Bhind
2021,0.4325200242982026,0.1143236048776871,0.1676870897100836,Bhind
2022,0.3328478111723996,0.3911246230438016,0.1133930556852634,Bhind
2018,0.4246654622623551,0.3496836601140182,0.0182389815970102,Umaria
2019,0.5177677067897106,-2.1303946208896063,0.0848034319490761,Umaria
2020,0.4655708333941178,0.729295148159267,0.0393764986534859,Umaria
2021,0.3744466435466609,-0.4615711127737367,0.0339647980654795,Umaria
2022,0.3000607982703862,0.2343143891565161,0.0398724527985074,Umaria
2018,0.3535126851208706,0.0757621227989268,-0.033257058321424,Shahdol
2019,0.4537972344683451,-0.0278106159342443,0.0430078005937745,Shahdol
2020,0.4041129697313412,0.1335093876850155,-0.0022375660149996,Shahdol
2021,0.3417935272240734,0.2944001257610845,-0.0036379730112956,Shahdol
2022,0.2665061271214649,0.3939121344560271,0.0107349255891607,Shahdol
2018,0.3852964984523099,0.2833004784799396,-0.0266376439745604,Panna
2019,0.4483538106786834,0.3554709366309191,-0.0031023859708733,Panna
2020,0.4033810887670479,-0.1153872697762107,-0.0364237456564866,Panna
2021,0.3635240578158328,-0.8453013106679504,-0.0095911973413971,Panna
2022,0.2824854066121339,-0.5555654058013704,0.005082770378724,Panna
2018,0.4251075655993693,-0.1505435657039686,0.0778688933212951,Neemuch
2019,0.3889244711574238,0.8523801546994891,0.0366463764649332,Neemuch
2020,0.3520225469531545,0.41514800009844,-0.0058227201156292,Neemuch
2021,0.37886830168217,4.511999126074341,0.0628231788134824,Neemuch
2022,0.2811967115306489,1.0056827764662732,0.0276004496138985,Neemuch
2018,0.4941130665467058,3.3507718243529294,0.1732478194189325,Ratlam
2019,0.4530851093649797,0.3155324605056905,0.1235272615040689,Ratlam
2020,0.4641337037446643,0.3173055278667766,0.1105371473737206,Ratlam
2021,0.4103292129668213,-0.6343305092984713,0.1131236768802475,Ratlam
2022,0.3157375882114451,1.1291813707207068,0.1015923634907507,Ratlam
2018,0.4281496024165104,1.253689656714941,0.1015544120200657,Dewas
2019,0.5219508184773309,1.299460126092088,0.1371026929540526,Dewas
2020,0.4660698900492336,0.5346554942275135,0.077993182855306,Dewas
2021,0.4119324490077071,1.983093353260472,0.0974289399827847,Dewas
2022,0.3275887289399143,0.2296841973341298,0.0938884958177074,Dewas
2018,0.5038983513426336,-0.2450049065259913,0.1474572409871837,Ashoknagar
2019,0.49999964742698,1.0963595213646495,0.1114366424897824,Ashoknagar
2020,0.4645647848927084,0.3657787787531451,0.0844788756357714,Ashoknagar
2021,0.4089378654103803,-0.3220530732359036,0.114736678609101,Ashoknagar
2022,0.3120726554331833,-0.7786864087557658,0.0773732484300792,Ashoknagar
2018,0.4108428311413355,0.181872752544483,0.0008143465804485,Dindori
2019,0.5059290809807472,-1.339273280722942,0.0654395102000546,Dindori
2020,0.4684748875385878,0.1136598236946517,0.0266448630250185,Dindori
2021,0.3935601915410663,0.6751381728336778,0.0230814338113205,Dindori
2022,0.2876874990243553,0.7789290756907985,0.0376402138774002,Dindori
